start_time,v
1704067200000,46.670865772721875
1704070800000,20.079368992697585
1704074400000,21.29256810464393
1704078000000,18.851266867124423
1704081600000,19.865682946709384
1704085200000,19.675909203454257
1704088800000,19.62205124448644
1704092400000,22.228200169740987
1704096000000,19.1803511054275
1704099600000,18.71516712231436
1704103200000,40.4320297448751
1704106800000,14.832664537986602
1704110400000,8.764495254456362
1704114000000,8.237396322143914
1704117600000,13.84556662470456
1704121200000,13.852721969683584
1704124800000,49.97913778499694
1704128400000,32.61769726860459
1704132000000,8.638424629753835
1704135600000,6.636179006858711
1704139200000,8.26184151864508
1704142800000,14.249952566334493
1704146400000,13.790880908075644
1704150000000,6.833852408808007
1704153600000,90.93675182370914
1704157200000,13.368567502012718
1704160800000,24.29242067061123
1704164400000,85.47823752982389
1704168000000,29.595075758145896
1704171600000,19.994228309891852
1704175200000,7.194438101777689
1704178800000,91.01407165037531
1704182400000,34.22696963401933
1704186000000,90.99977823628058
1704189600000,34.96363296042966
1704193200000,89.91184467776094
1704196800000,35.749540176340545
1704200400000,27.679478526759407
1704204000000,106.79318598867653
1704207600000,171.06958245448922
1704211200000,56.19142364169336
1704214800000,109.8910358362545
1704218400000,137.2228521680371
1704222000000,16.139937519198742
1704225600000,51.5987200947133
1704229200000,69.18730251512504
1704232800000,61.66191010625312
1704236400000,43.967844707543605
1704240000000,45.01664391220194
1704243600000,44.13753403365259
1704247200000,45.29148327300408
1704250800000,22.31682891318522
1704254400000,27.104658724121496
1704258000000,5.2313212596337095
1704261600000,4.449915175581029
1704265200000,4.535728454339599
1704268800000,66.28545821448078
1704272400000,68.29631481631476
1704276000000,15.1169535618397
1704279600000,3.702634038179302
1704283200000,14.43957612558604
1704286800000,7.088718473457095
1704290400000,65.3630461332034
1704294000000,24.958584419913493
1704297600000,24.08324725394753
1704301200000,82.59917357157425
1704304800000,83.7739426682759
1704308400000,51.94529050678621
1704312000000,85.2128776817611
1704315600000,89.82728066759833
1704319200000,48.7776677036025
1704322800000,39.73216040113049
1704326400000,50.36298384117555
1704330000000,49.93770612156055
1704333600000,17.01926105232522
1704337200000,30.72984144772751
1704340800000,37.013402506408546
1704344400000,43.19054871982252
1704348000000,50.802342832005394
1704351600000,58.90389603721459
1704355200000,32.11423205380069
1704358800000,51.1759017858436
1704362400000,25.842947828349747
1704366000000,19.176883650625538
1704369600000,33.33126568385406
1704373200000,50.21216098826426
1704376800000,24.966028451347004
1704380400000,47.33098769392844
1704384000000,17.56467179928766
1704387600000,43.536758015969134
1704391200000,45.89149067711262
1704394800000,27.69007754303174
1704398400000,8.976676980519564
1704402000000,26.65534279479493
1704405600000,44.55281519186333
1704409200000,49.95521825242019
1704412800000,28.506913935362338
1704416400000,22.84778629104124
1704420000000,49.96168569689883
1704423600000,26.59310541527081
1704427200000,37.51588091204979
1704430800000,25.48706636177927
1704434400000,45.648075709473986
1704438000000,6.698601382620019
1704441600000,3.881436054686227
1704445200000,4.408934122924355
1704448800000,14.301307947766777
1704452400000,34.43162322536182
1704456000000,41.99998995212942
1704459600000,30.848293788010555
1704463200000,43.58799933149867
1704466800000,49.90062900671526
1704470400000,81.97626539342896
1704474000000,105.161004209538
1704477600000,34.35673151675348
1704481200000,4.057967439374968
1704484800000,31.67207611161079
1704488400000,66.12124571034899
1704492000000,82.3898994512399
1704495600000,74.78286598557428
1704499200000,51.76975623631489
1704502800000,44.038913074295685
1704506400000,21.21565546583984
1704510000000,27.40607868003764
1704513600000,39.05272913989251
1704517200000,9.753933646557066
1704520800000,5.049853951509688
1704524400000,2.6572113807952293
1704528000000,43.72664723412
1704531600000,46.556545540302096
1704535200000,59.95482711831493
1704538800000,2.762577510064868
1704542400000,24.983821000273885
1704546000000,55.9721592637129
1704549600000,35.84934131542421
1704553200000,21.03527226084623
1704556800000,41.51047450486587
1704560400000,3.621145812192507
1704564000000,35.20650397475097
1704567600000,30.36707397178229
1704571200000,74.7056876084503
1704574800000,25.75904245390144
1704578400000,37.058143894285806
1704582000000,29.959156595029572
1704585600000,8.529878385193246
1704589200000,20.27082657288111
1704592800000,19.950513717590237
1704596400000,20.181959402715215
1704600000000,50.01100980312812
1704603600000,3.3418668584394235
1704607200000,0.0
1704610800000,81.40821240111907
1704614400000,26.642853595304462
1704618000000,38.12050938801208
1704621600000,36.62067444551186
1704625200000,44.11113253410358
1704628800000,12.605618943216246
1704632400000,4.284089181486569
1704636000000,44.35184758734418
1704639600000,48.848566487639026
1704643200000,25.159187185956984
1704646800000,4.873239313633248
1704650400000,72.71967495989941
1704654000000,72.79549522229878
1704657600000,86.35458020435911
1704661200000,47.16424336606343
1704664800000,31.21360526655257
1704668400000,50.12874786603922
1704672000000,4.744316651168015
1704675600000,68.283972614916
1704679200000,89.09191727379975
1704682800000,43.43761808442772
1704686400000,6.654478319515201
1704690000000,4.417568313962169
1704693600000,3.7713189307357977
1704697200000,3.428948194088781
1704700800000,87.9356445713789
1704704400000,6.277478662826481
1704708000000,5.280320732487303
1704711600000,3.2775595276827865
1704715200000,159.55695990093017
1704718800000,52.36344857784744
1704722400000,71.99731946262206
1704726000000,16.376249118291117
1704729600000,62.48274779368525
1704733200000,15.800313963311028
1704736800000,0.25209815274627617
1704740400000,69.4319516590486
1704744000000,154.7828362031666
1704747600000,125.93250202078488
1704751200000,189.4716516570151
1704754800000,94.33124099360256
1704758400000,78.67182214366235
1704762000000,26.3447063418515
1704765600000,44.30630395209579
1704769200000,20.132914828562985
1704772800000,70.39167594727274
1704776400000,9.01870820532525
1704780000000,3.3514903305619974
1704783600000,3.680142307451632
1704787200000,4.3988022832033495
1704790800000,3.6507869313322447
1704794400000,11.917929606044572
1704798000000,15.863664492675216
1704801600000,25.551437529442143
1704805200000,11.38765640815407
1704808800000,38.66666860328468
1704812400000,35.051723949537724
1704816000000,46.851013138303216
1704819600000,150.0015634853291
1704823200000,58.74318723061999
1704826800000,46.806686985442155
1704830400000,138.22487702602248
1704834000000,34.33970737728331
1704837600000,64.97075024177488
1704841200000,19.21612901077926
1704844800000,130.22805617917408
1704848400000,51.46834045766082
1704852000000,21.34740840347929
1704855600000,21.794173286592223
1704859200000,62.010569112599384
1704862800000,3.790569982137488
1704866400000,7.431854645875851
1704870000000,48.08737488101182
1704873600000,8.039255946337498
1704877200000,83.03981937218684
1704880800000,49.97789894889574
1704884400000,44.658027317676094
1704888000000,97.24733928137306
1704891600000,82.82764766951345
1704895200000,90.23316500542198
1704898800000,80.41589605305141
1704902400000,29.698966431340043
1704906000000,26.46737602541491
1704909600000,130.63625089000624
1704913200000,53.10215951179195
1704916800000,46.696224758986624
1704920400000,53.62004998410756
1704924000000,60.331457058708914
1704927600000,52.57300835129499
1704931200000,15.317372257468932
1704934800000,4.141869932274794
1704938400000,20.066708365463228
1704942000000,16.25545637470801
1704945600000,49.243354981392834
1704949200000,4.887608877960757
1704952800000,31.72034479241932
1704956400000,21.02127266986906
1704960000000,20.356757465823826
1704963600000,23.13654052433587
1704967200000,3.2416441549046415
1704970800000,3.6854925275817343
1704974400000,7.563050107411095
1704978000000,138.92331041793392
1704981600000,78.60935886410982
1704985200000,54.222461919770296
1704988800000,64.14466657243526
1704992400000,92.32060597461982
1704996000000,110.25630095804622
1704999600000,112.93793254647936
1705003200000,125.96948388463272
1705006800000,89.64727699801706
1705010400000,20.036012591125452
1705014000000,38.01074400250744
1705017600000,23.686338116879636
1705021200000,28.213313746059452
1705024800000,46.252723529121674
1705028400000,15.463476210023869
1705032000000,149.63120337276038
1705035600000,39.56196921336426
1705039200000,51.81078687837433
1705042800000,67.26540920161571
1705046400000,49.90640332731076
1705050000000,99.88412895522885
1705053600000,67.73966202017893
1705057200000,94.03910286388644
1705060800000,3.6076079528730585
1705064400000,46.235700585754465
1705068000000,103.70937733559433
1705071600000,92.45919215977436
1705075200000,64.9560836520329
1705078800000,48.35200452652341
1705082400000,74.02075783706061
1705086000000,11.296356136597758
1705089600000,120.41374676183648
1705093200000,43.73187819103299
1705096800000,47.46199445375397
1705100400000,44.17743913663334
1705104000000,28.57955962592154
1705107600000,32.20034820390967
1705111200000,44.738453969613545
1705114800000,1.9945019195405824
1705118400000,35.82467661235827
1705122000000,2.2587707142658355
1705125600000,2.2999389703793978
1705129200000,3.7148263575166425
1705132800000,2.8163218341809033
1705136400000,3.111762672485199
1705140000000,4.345338697541082
1705143600000,5.651700698188627
1705147200000,6.041744566425858
1705150800000,4.638912557383169
1705154400000,15.857105311867333
1705158000000,5.797890905198801
1705161600000,4.913032267753271
1705165200000,5.236995451088512
1705168800000,5.99219654516482
1705172400000,7.473254977666942
1705176000000,6.741216496461778
1705179600000,6.910597805767273
1705183200000,6.844325088103313
1705186800000,7.127436974494839
1705190400000,7.792889500754381
1705194000000,8.366599633631573
1705197600000,10.414599096714502
1705201200000,11.860413008658467
1705204800000,9.98837025445797
1705208400000,14.296852495081486
1705212000000,14.738724531220369
1705215600000,13.426381013327616
1705219200000,11.210197388727092
1705222800000,9.475858878779722
1705226400000,9.339390197874035
1705230000000,7.74922195144804
1705233600000,8.582234304519579
1705237200000,8.581876857481614
1705240800000,20.03191248328596
1705244400000,9.959622828150772
1705248000000,11.12838382744854
1705251600000,10.674499601094894
1705255200000,10.617546410202172
1705258800000,9.394788903853469
1705262400000,9.287516721613205
1705266000000,8.547394250787658
1705269600000,7.716527505557462
1705273200000,8.18209177536421
1705276800000,8.07919725591703
1705280400000,7.817355148233893
1705284000000,6.321057804295895
1705287600000,6.575308093761731
1705291200000,7.371458456654077
1705294800000,15.132466621559685
1705298400000,40.51346226926012
1705302000000,25.450887270901603
1705305600000,42.7081097880313
1705309200000,112.4174572632582
1705312800000,73.96964593663107
1705316400000,53.17733999288912
1705320000000,53.70534324543682
1705323600000,13.72036252716303
1705327200000,37.69022669084754
1705330800000,86.2507831719702
1705334400000,88.79277489862932
1705338000000,108.8124361978071
1705341600000,45.46527163658236
1705345200000,44.37438498845622
1705348800000,100.2418434555494
1705352400000,42.83568981132975
1705356000000,27.7650576696414
1705359600000,2.8583868500046035
1705363200000,2.8198668720411093
1705366800000,3.8098845949357583
1705370400000,6.330626187645123
1705374000000,6.42517831757753
1705377600000,5.53198860776214
1705381200000,4.8771561419515965
1705384800000,5.112418145880901
1705388400000,3.5582127161614134
1705392000000,4.76456980273812
1705395600000,3.910277219457394
1705399200000,5.024787164350436
1705402800000,27.322145971982156
1705406400000,3.830686273265331
1705410000000,4.485573873094753
1705413600000,3.9414501799310457
1705417200000,4.725647060577182
1705420800000,178.28069041042903
1705424400000,154.10020186595983
1705428000000,90.96650402145396
1705431600000,48.39237869937718
1705435200000,142.67235873131676
1705438800000,74.78589568186227
1705442400000,155.11600029444267
1705446000000,126.4240964776948
1705449600000,67.8990576113807
1705453200000,11.33541061765752
1705456800000,21.539121310495855
1705460400000,4.190161494509747
1705464000000,9.151132564175064
1705467600000,72.58192938668974
1705471200000,201.28888289474403
1705474800000,201.87403893153655
1705478400000,52.097148542425344
1705482000000,17.81269164460452
1705485600000,30.07969955463869
1705489200000,5.211477181089435
1705492800000,5.015566728427284
1705496400000,25.96274856221956
1705500000000,50.18428610025884
1705503600000,35.96795821227186
1705507200000,35.82158011674126
1705510800000,42.35703966988255
1705514400000,5.167341339477461
1705518000000,51.64785979510746
1705521600000,49.899286290379614
1705525200000,47.03604963782446
1705528800000,29.9816914662398
1705532400000,30.10082693139575
1705536000000,16.635896202584263
1705539600000,24.976577980886
1705543200000,6.401630460337424
1705546800000,6.3806999301648295
1705550400000,6.605208985108153
1705554000000,7.169023463053079
1705557600000,10.613126684620196
1705561200000,8.11575156864844
1705564800000,71.31903125905944
1705568400000,42.732675981192855
1705572000000,42.486308340658695
1705575600000,47.083983710779776
1705579200000,22.904603351848777
1705582800000,46.34095603065193
1705586400000,47.33820956540086
1705590000000,97.352506791169
1705593600000,60.12865369212376
1705597200000,112.61397285348563
1705600800000,86.17233752187609
1705604400000,78.17606747286229
1705608000000,41.08744477711207
1705611600000,31.44191026477876
1705615200000,19.280715487492305
1705618800000,25.00419791835802
1705622400000,44.18043023839348
1705626000000,13.510421259095969
1705629600000,41.19185245951329
1705633200000,54.94431507620794
1705636800000,44.11872199988982
1705640400000,38.029201739209874
1705644000000,2.2914766192998632
1705647600000,41.34622088006945
1705651200000,3.271978018980179
1705654800000,41.27148965729048
1705658400000,44.45323269732389
1705662000000,43.85295579903727
1705665600000,43.77084699942663
1705669200000,43.82931767500329
1705672800000,43.488073067990925
1705676400000,104.853684248307
1705680000000,97.64749338493912
1705683600000,86.69957760638754
1705687200000,60.54365511270518
1705690800000,45.48233585885521
1705694400000,48.677687643384935
1705698000000,41.62945936642389
1705701600000,36.399072664868896
1705705200000,20.360919703928666
1705708800000,31.945006439082295
1705712400000,15.072178623025335
1705716000000,5.853099126106658
1705719600000,2.3014745790806814
1705723200000,20.801699565811177
1705726800000,2.1953649105487822
1705730400000,41.633005229511454
1705734000000,41.65929785541351
1705737600000,41.584829024438385
1705741200000,3.130561127670454
1705744800000,41.49348719108526
1705748400000,8.727009349424387
1705752000000,41.5484299884
1705755600000,43.990773342967934
1705759200000,50.01044011758618
1705762800000,44.18144006407611
1705766400000,44.715271256023485
1705770000000,45.538532780854275
1705773600000,50.03210080990048
1705777200000,45.1592136619444
1705780800000,45.0668523511025
1705784400000,41.78084087818044
1705788000000,44.69944246799113
1705791600000,41.697073634627465
1705795200000,41.62242195362732
1705798800000,41.669169945074934
1705802400000,44.9012320288691
1705806000000,44.67315490567184
1705809600000,41.640111611095584
1705813200000,32.59775767438088
1705816800000,44.69481680760416
1705820400000,74.93126890817665
1705824000000,44.29361727764141
1705827600000,44.25214410910935
1705831200000,44.56347374318878
1705834800000,44.51815887832363
1705838400000,41.72680572197491
1705842000000,44.2131161032038
1705845600000,41.78423577415981
1705849200000,45.81015032237546
1705852800000,46.129175597574225
1705856400000,44.74556392947417
1705860000000,45.1015975065043
1705863600000,58.33212715754283
1705867200000,46.00828530340687
1705870800000,45.90678192730011
1705874400000,45.734460678989656
1705878000000,41.56719340101258
1705881600000,45.83739908149788
1705885200000,41.46398023465659
1705888800000,27.924541877672528
1705892400000,2.9470548405119694
1705896000000,4.204466221228145
1705899600000,5.319029799670049
1705903200000,1.9713445352608856
1705906800000,2.5774282072196955
1705910400000,1.9337947454694369
1705914000000,20.373459755628197
1705917600000,15.916375774267006
1705921200000,8.563000403276085
1705924800000,10.213094315299143
1705928400000,13.148790849117342
1705932000000,18.05376049380505
1705935600000,16.629653006659918
1705939200000,15.057137462091523
1705942800000,86.29166530544006
1705946400000,53.18011262277195
1705950000000,46.154041941673206
1705953600000,65.25553122969762
1705957200000,41.892111645268095
1705960800000,89.55068522034554
1705964400000,53.77839332697863
1705968000000,28.048305785782503
1705971600000,3.3145792939587833
1705975200000,2.590844256288457
1705978800000,2.6228804366286735
1705982400000,2.757888589677984
1705986000000,1.7530839186966434
1705989600000,45.56451226133404
1705993200000,38.33549305676824
1705996800000,25.186245861384293
1706000400000,81.15226297115534
1706004000000,110.10470995624276
1706007600000,93.62254689914596
1706011200000,0.2122469329182308
1706014800000,4.375469030182672
1706018400000,4.1041570287262745
1706022000000,49.16109410774077
1706025600000,25.01927169672481
1706029200000,80.36191932042374
1706032800000,87.50443815363992
1706036400000,89.6850311209384
1706040000000,108.44607023234782
1706043600000,35.97005605512112
1706047200000,79.2714027347249
1706050800000,42.38208374520924
1706054400000,46.497828994477835
1706058000000,43.799896967837384
1706061600000,29.57859007482124
1706065200000,119.24709562669062
1706068800000,44.588161902047
1706072400000,3.0497567714053613
1706076000000,49.895203835995574
1706079600000,17.205168562608208
1706083200000,2.7645615984096485
1706086800000,1.9315919069572127
1706090400000,27.72607941688475
1706094000000,18.62074986580919
1706097600000,4.86220622753261
1706101200000,33.37670197356538
